Gene	C10_+DDM_-RNase_R1	C10_+DDM_-RNase_R2	C10_+DDM_+RNase_R1	C10_+DDM_+RNase_R2	C10_-DDM_-RNase_R1	C10_-DDM_-RNase_R2	C10_-DDM_+RNase_R1	C10_-DDM_+RNase_R2
Snai3	0	0	0	0	0.252205343	0	0	0
Snap25	0	0	0	0	0	0	0	0
Snap91	0	0	0	0	0.012888665	0	0	0
Sncaip	0	0	0	0	0	0	0	0
Sncb	0	0	0	0	0	0	0	0
Snora15	0	0	0	0	0	0	0	0
Snora16a	0	0	0	0	0	0	0	0
Snora17	0	0	0	0	0	0	0	0
Snora19	0	0	0	0	0	0	0	0
Snora20	0	0	0	0	0	0	0	0
Snora21	0	0	0	0	0	0	0	0
Snora23	0	0	0	0	0	0	0	0
Snora24	0	0	0	0	0	0	0	0
Snora26	0	0	0	0	0	0	0	0
Snora28	0	0	0	0	0	0	0	0
Snora2b	0	0	0	0	0	0	0	0
Snora3	0	0	0	0	0	0	0	0
Snora30	0	0	0	0	0	0	0	0
Snora31	0	0	0	0	0	0	0	0
Snora33	0	0	0	0	0	0	0	0
Snora34	0	0	0	0	0	0	0	0
Snora35	0	0	0	0	0	0	0	0
Snora36b	0	0	0	0	0	0	0	0
Snora41	0	0	0	0	0	0	0	0
Snora43	0	0	0	0	0	0	0	0
Snora44	0	0	0	0	0	0	0	0
Snora47	0	0	0	0	0	0	0	0
Snora52	0	0	0	0	0	0	0	0
Snora57	0	0	0	0	0	0	0	0
Snora5c	0	0	0	0	0	0	0	0
Snora61	0	0	0	0	0	0	0	0
Snora62	0	0	0	0	0	0	0	0
Snora64	0	0	0	0	0	0	0	0
Snora65	0	0	0	0	0	0	0	0
Snora68	0	0	0	0	0	0	0	0
Snora69	0	0	0	0	0	0	0	0
Snora70	0	0	0	0	0	0	0	0
Snora73a	0	0	0	0	0	0	0	0
Snora73b	0	0	0	0	0	0	0	0
Snora74a	0	0	0	0	0	0	0	0
Snora75	0	0	0	0	0	0	0	0
Snora78	0	0	0	0	0	0	0	0
Snora7a	0	0	0	0	0	0	0	0
Snora81	0	0	0	0	0	0	0	0
Snorc	0	0	0	0	0	0	0	0
Snord100	0	0	0	0	0	0	0	0
Snord104	0	0	0	0	0	0	0	0
Snord11	0	0	0	0	0	0	0	0
Snord110	0	0	0	0	0	0	0	0
Snord111	0	0	0	0	0	0	0	0
Snord116l1	0	0	0	0	0	0	0	0
Snord116l10	0	0	0	0	0	0	0	0
Snord116l11	0	0	0	0	0	0	0	0
Snord116l12	0	0	0	0	0	0	0	0
Snord116l13	0	0	0	0	0	0	0	0
Snord116l14	0	0	0	0	0	0	0	0
Snord116l15	0	0	0	0	0	0	0	0
Snord116l16	0	0	0	0	0	0	0	0
Snord116l17	0	0	0	0	0	0	0	0
Snord116l2	0	0	0	0	0	0	0	0
Snord116l3	0	0	0	0	0	0	0	0
Snord116l4	0	0	0	0	0	0	0	0
Snord116l5	0	0	0	0	0	0	0	0
Snord116l6	0	0	0	0	0	0	0	0
Snord116l7	0	0	0	0	0	0	0	0
Snord116l8	0	0	0	0	0	0	0	0
Snord116l9	0	0	0	0	0	0	0	0
Snord12	0	0	0	0	0	0	0	0
Snord123	0	0	0	0	0	0	0	0
Snord14a	0	0	0	0	0	0	0	0
Snord14c	0	0	0	0	0	0	0	0
Snord14d	0	0	0	0	0	0	0	0
Snord14e	0	0	0	0	0	0	0	0
Snord15a	0	0	0	0	0	0	0	0
Snord15b	0	0	0	0	0	0	0	0
Snord16a	0	0	0	0	0	0	0	0
Snord17	0	0	0	0	0	0	0	0
Snord19	0	0	0	0	0	0	0	0
Snord1a	0	0	0	0	0	0	0	0
Snord1b	0	0	0	0	0	0	0	0
Snord1c	0	0	0	0	0	0	0	0
Snord2	0	0	0	0	0	0	0	0
Snord21	0	0	0	0	0	0	0	0
Snord22	0	0	0	0	0	0	0	0
Snord23	0	0	0	0	0	0	0	0
Snord32a	0	0	0	0	0	0	0	0
Snord33	0	0	0	0	0	0	0	0
Snord34	0	0	0	0	0	0	0	0
Snord35a	0	0	0	0	0	0	0	0
Snord35b	0	0	0	0	0	0	0	0
Snord37	0	0	0	0	0	0	0	0
Snord38a	0	0	0	0	0	0	0	0
Snord3b1	0	0	0	0	0	0	0	0
Snord3b2	0	0	0	0	0	0	0	0
Snord3b3	0	0	0	0	0	0	0	0
Snord3b4	0	0	0	0	0	0	0	0
Snord42a	0	0	0	0	0	0	0	0
Snord42b	0	0	0	0	0	0	0	0
Snord43	0	0	0	0	0	0	0	0
Snord45b	0	0	0	0	0	0	0	0
Snord45c	0	0	0	0	0	0	0	0
Snord47	0	0	0	0	0	0	0	0
Snord49a	0	0	0	0	0	0	0	0
Snord49b	0	0	0	0	0	0	0	0
Snord4a	0	0	0	0	0	0	0	0
Snord52	0	0	0	0	0	0	0	0
Snord53	0	0	0	0	0	0	0	0
Snord55	0	0	0	0	0	0	0	0
Snord57	0	0	0	0	0	0	0	0
Snord58b	0	0	0	0	0	0	0	0
Snord59a	0	0	0	0	0	0	0	0
Snord61	0	0	0	0	0	0	0	0
Snord64	0	0	0	0	0	0	0	0
Snord65	0	0	0	0	0	0	0	0
Snord66	0	0	0	0	0	0	0	0
Snord67	0	0	0	0	0	0	0	0
Snord68	0	0	0	0	0	0	0	0
Snord69	0	0	0	0	0	0	0	0
Snord7	0	0	0	0	0	0	0	0
Snord70	0	0	0	0	0	0	0	0
Snord71	0	0	0	0	0	0	0	0
Snord72	0	0	0	0	0	0	0	0
Snord73a	0	0	0	0	0	0	0	0
Snord73b	0	0	0	0	0	0	0	0
Snord8	0	0	0	0	0	0	0	0
Snord82	0	0	0	0	0	0	0	0
Snord83b	0	0	0	0	0	0	0	0
Snord85	0	0	0	0	0	0	0	0
Snord87	0	0	0	0	0	0	0	0
Snord88a	0	0	0	0	0	0	0	0
Snord88c	0	0	0	0	0	0	0	0
Snord90	0	0	0	0	0	0	0	0
Snord91a	0	0	0	0	0	0	0	0
Snord92	0	0	0	0	0	0	0	0
Snord93	0	0	0	0	0	0	0	0
Snord94	0	0	0	0	0	0	0	0
Snord95	0	0	0	0	0	0	0	0
Snord96a	0	0	0	0	0	0	0	0
Snord98	0	0	0	0	0	0	0	0
Snord99	0	0	0	0	0	0	0	0
Snrpn	0	0	0	0	0	0	0	0
Sntg2	0	0	0	0	0	0	0	0
Sntn	0	0	0	0	0	0	0	0
Snurf	0	0	0	0	0	0	0	0
Snx20	0	0	0	0	0	0	0	0
Snx22	0	0	0	0	0	0	0	0
Sohlh1	0	0	0	0	0	0	0	0
Sohlh2	0	0	0	0	0	0	0.083121448	0
Sorbs2os	0	0	0	0	0	0	0	0
Sorcs3	0.009000349	0	0	0	0.41193137	0.009108091	0.020761572	0
Sorl1	0	0	0	0	0	0	0	0
Sost	0	0	0	0	0	0	0	0
Sostdc1	0	0	0	0	0	0	0	0
Sowaha	0	0	0	0	0	0	0	0
Sowahb	0	0	0	0	0	0	0.016681125	0
Sowahd	0	0	0	0	0	0	0	0
Sox1	0	0	0	0	0	0	0	0
Sox10	0	0	0	0	0	0	0	0
Sox11	0	0	0	0	0	0	0	0
Sox14	0	0	0	0	0	0	0	0
Sox15	0	0	0	0	0	0	0	0
Sox17	0	0	0	0	0	0	0	0
Sox18	0	0	0	0	0	0	0	0
Sox1ot	0	0	0	0	0	0	0	0
Sox2	0	0	0	0	0	0	0	0
Sox21	0	0	0	0	0	0	0	0
Sox3	0	0	0	0	0	0	0	0
Sox30	0	0	0	0	0	0	0	0
Sox4	0	0	0	0	0	0	0	0
Sox5os3	0	0	0	0	0	0	0	0
Sox5os4	0	0	0	0	0	0	0	0
Sox6os	0	0	0	0	0	0	0	0
Sox7	0	0	0	0	0	0	0	0
Sox8	0	0	0	0	0	0	0	0
Sox9	0	0	0	0	0	0	0	0
Sp5	0	0	0	0	0	0	0	0
Sp6	0	0	0	0	0.016784829	0	0	0
Sp8	0	0	0	0	0	0	0	0
Spaar	0	0	0	0	0	0	0	0.086058608
Spaca1	0	0	0	0	0	0	0	0
Spaca3	0	0	0	0	0	0	0	0
Spaca4	0	0	0	0	0	0	0	0
Spaca7	0	0	0	0	0	0	0.083943725	0
Spaca9	0	0	0	0	0.091603644	0	0.969543765	0.349364601
Spag11a	0	0	0	0	0	0	0	0
Spag11b	0	0	0	0	0	0	0	0
Spag8	0	0	0	0	0	0	0	0
Spam1	0	0	0	0	0	0	0	0
Spanxn4	0	0	0	0	0	0	0	0
Spata16	0	0	0	0	0	0.026524353	0	0
Spata18	0.026419291	0	0	0	0	0	0	0
Spata19	0	0	0	0	0	0	0	0
Spata20	0	0	0	0	0	0	0	0
Spata25	0	0	0	0	0.078500696	0	0	0
Spata3	0	0	0	0	0	0	0	0
Spata31	0	0	0	0	0	0	0	0
Spata31d1a	0	0	0	0	0	0	0	0
Spata31d1b	0	0	0	0	0	0	0	0
Spata31d1c	0	0	0	0	0	0	0	0
Spata31d1d	0	0	0	0	0	0	0	0
Spata32	0	0	0	0	0	0	0	0
Spata4	0	0	0	0	0.116302829	0	0.123096285	0
Spata46	0	0	0	0	0	0	0.430836998	0
Spata48	0	0	0	0	0	0	0	0
Spatc1l	0	0	0	0	0	0	0	0
Spdye4a	0.024728271	0	0	0	0	0	0	0
Spdye4b	0.02357091	0	0	0	0	0	0	0
Speer1	0	0	0	0	0	0	0	0
Speer2	0	0	0	0	0	0	0	0
Speer3	0	0	0	0	0	0	0	0
Speer4a	0	0	0	0	0	0	0	0
Speer4b	0	0	0	0	0	0	0	0
Speer4c	0	0	0	0	0	0	0	0
Speer4d	0	0	0	0	0	0	0	0
Speer4e	0	0	0	0	0	0	0	0
Speer4f1	0	0	0	0	0.548803974	0	0	0
Speer4f2	0	0	0	0	0.19891924	0	0	0
Spef1l	0	0	0	0	0	0	0	0
Spef2	0	0.010177987	0	0	0.206956381	0.175231991	0.012885004	0
Spem1	0	0	0	0	0	0	0	0
Spem2	0	0	0	0	0	0	0	0
Spertl	0	0	0	0	0	0	0	0
Spib	0	0	0	0	0	0	0	0
Spic	0	0	0	0	0	0	0	0
Spin2-ps1	0	0	0	0	0	0	0	0
Spin2c	0	0	0	0	0	0	0	0
Spin2d	0	0	0	0	0	0	0	0
Spin2e	0	0	0	0	0	0	0	0
Spin2f	0	0	0	0	0	0	0	0
Spin2g	0	0	0	0	0	0	0	0
Spink1	0	0	0	0	0	0	0	0
Spink11	0	0	0	0	0	0	0	0
Spink12	0	0	0	0	0	0	0	0
Spink14	0	0	0	0	0	0	0	0
Spink4	0	0	0	0	0	0	0	0
Spink5	0	0	0	0	0	0	0	0
Spink6	0	0	0	0	0	0	0	0
Spink7	0	0	0	0	0	0	0	0
Spink8	0	0	0	0	0	0	0	0
Spinkl	0	0	0	0	0	0	0	0
Spint1	0	0	0	0	0	0	0.025775114	0
Spint3	0	0.09275931	0	0	0	0	0	0
Spint5	0	0	0	0	0	0	0	0
Spocd1	0.035253242	0.032117911	0	0	0.019208139	0.356752549	0.020330121	0.018314347
Spock3	0.016194426	0	0	0	0.017647443	0.032776576	0.018678262	0.420656847
Spopfm2	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	0	0
Sppl2c	0	0	0	0	0	0	0	0
Sprn	0	0	0	0	0	0	0	0
Sprr1b	0	0.778616026	0	0	0	0	0	0
Sprr2b	0	0	0	0	0	0	0	0
Sprr2d	0	0	0	0	0	0	0	0
Sprr2f	0	0	0	0	0	0	0	0
Sprr2i	0.0213091	0	0	0	0	0	0	0
Sprr3	0	0	0	0	0	0	0	0
Sprr4	0	0	0	0	0	0	0	0
Spry1	0	0	0	0	0	0	0	0
Spta1	0	0	0	0	0	0	0	0
Sptbn2	0	0	0	0	0.255174954	0	0	0.041539225
Sptbn5	0.003723852	0	0	0	0	0	0	0.003869143
Spx	0	0	0	0	0.077854395	0	0.329608039	0.445390084
Spz1	0	0	0	0	0	0	0	0
Srarp	0	0	0	0	0	0	0	0
Srcin1	0	0	0	0	0.004194489	0	0	0
Srms	0	0	0	0	0	0	0	0
Srpx2	0	0	0	0	0	0	0	0
Srrm4os	0	0	0	0	0	0	0	0
Srsx	0	0	0	0	0	0	0	0
Srsy	0	0	0	0	0	0	0	0
Sry	0	0	0	0	0	0	0	0
Sspo	0	0	0	0	0	0	0	0
Sst	0	0	0	0	0	0	0	0
Sstr1	0	0	0	0	0	0	0	0
Sstr2	0	0	0	0	0	0	0	0
Sstr3	0	0	0	0	0	0	0	0
Sstr4	0	0	0	0	0	0	0	0
Sstr5	0	0	0	0	0	0	0	0
Ssty1	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0
Ssu2	0	0	0	0	0	0.021836422	0	0
Ssx9	0	0	0	0	0	0	0	0
Ssxa1	0	0	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0	0	0
Ssxb5	0	0	0	0	0	0	0	0
Ssxb7	0	0	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0	0	0
St14	0	0	0	0	0	0	0	0.022048876
St6galnac1	0	0	0	0	0	0	0	0
St6galnac5	0	0	0	0	0	0	0	0
St8sia2	0	0.008099079	0	0	0	0	0.092278563	1.348536349
St8sia3	0	0	0	0	0	0	0	0
St8sia3os	0	0	0	0	0	0	0	0.052703158
St8sia5	0	0.023626969	0	0	0.028260251	0.052487731	0.059821965	0.026945247
St8sia6	0	0.016257089	0	0	0.019445127	0	0	0
Stab2	0	0.030285035	0	0	0.018111987	0.005606562	0.05111984	0
Stag3	0	0	0	0	0	0	0	0
Star	0	0.406435256	0	0	0.577288609	0.733608802	0.257266976	0.492486654
Steap2	0	0	0	0	0	0	0	0
Steap4	0.017963435	0	0	0	0	0	0	0
Stfa2	0	0	0	0	0	0	0	0
Stfa2l1	0	0	0	0	0	0	0	0
Stfa3	0	0	0	0	0	0	0	0
Stk32a	0	0	0	0	0	0	0	0
Stkld1	0	0.040116048	0	0	0	0	0.17774969	0.06862519
Stmn3	0	1.673750295	0	0	0	0	0.343607676	0.051589711
Stmnd1	0	0	0	0	0	0	0	0
Stoml3	0	0	0	0	0.672200843	0	0.113834447	0
Stox2	0	0.008419079	0	0	0.010909245	0	0.003552761	0.015202364
Stpg3	0	0	0	0	0	0	0	0
Stra6	0	0	0	0	0.154225934	0	0.504543145	0
Stra8	0	0	0	0	0	0	0	0
Strc	0	0	0	0	0.030002951	0	0	0
Strit1	0	0	0	0	0	0	0	0
Stum	0	0	0	0	0	0	0	0
Stx19	0	0	0	0	0	0	0	0
Sucnr1	0	0	0	0	0	0	0	0
Sult1a1	0	0.012037634	0	0	0.01439823	0.815625412	0.060957027	0.013728253
Sult1b1	0	0	0	0	0	0	0	0
Sult1c1	0.037280361	0	0	0	0	0	0	0
Sult1c2	0	0	0	0	0	0	0	0
Sult1d1	0	0	0	0	0	0	0	0
Sult1e1	0	0	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0	0	0
Sult2a2	0.012476263	0	0	0	0.013595675	0	0	0.012963042
Sult2a3	0	0	0	0	0	0	0	0.064190484
Sult2a4	0	0	0	0	0	0	0.012639671	0
Sult2a5	0	0	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0	0	0
Sult2a8	0	0	0	0	0	0	0.025754706	0
Sult3a2	0	0	0	0	0	0	0	0
Sult6b1	0	0	0	0	0	0	0	0.092951486
Sult6b2	0	0	0	0	0	0	0	0
Sun3	0	0	0	0	0	0	0.02227577	0.010033541
Sun5	0	0	0	0	0	0	0	0
Supt4b	0	0	0	0	0	0	0	0
Susd2	0	0	0	0	0	0	0	0
Susd3	0	0	0	0	0	0	0	0
Susd4	0	0	0	0	0	0	0	0
Susd5	0	0	0	0	0	0	0	0
Sv2b	0	0	0	0	0.040316178	0	0.042671118	0
Sva	0	0	0	0	0	0	0	0
Sval1	0	0	0	0	0	0	0	0
Sval2	0	0	0	0	0	0	0	0
Sval3	0	0	0	0	0	0	0	0
Svip	0.017435916	0	0	0	0	0	0.020110166	0
Svs1	0	0	0	0	0	0	0	0
Svs2	0	0	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0	0	0
Svs4	0	0	0	0	0	0	0	0
Svs5	0	0	0	0	0	0	0	0
Svs6	0	0	0	0	0	0	0	0
Syce1	0	0	0	0	0	0	0	0
Syce1l	0	0	0	0	0	0	0	0.325227036
Sycn	0	0	0	0	0	0	0	0
Sycp2l	0	0	0	0	0	0	0	0
Syk	0	0	0	0	0	0	0	0
Synb	0.013604724	0	0	0	0	0	0	0
Syndig1	0.016297367	0	0	0	0	0	0.037593982	0
Syndig1l	0	0	0	0	0	0	0	0
Syne4	0	0	0	0	0	0	0	0.346268312
Synj2bp	0	0	0	0	0	0	0	0
Sypl2	0	0	0	0	0	0	0.264255442	0
Syt10	0.009589457	0	0	0	0	0.004852126	0.077421745	0
Syt3	0	0	0	0	0	0	0	0
Syt5	0	0	0	0	0	0	0	0
Sytl4	0	0	0	0	0	0	0	0
Sytl5	0	0.003337143	0	0	0	0	0	0.003805826
T	0	0	0	0	0	0	0	0
Taar1	0	0	0	0	0	0	0	0
Taar2	0	0	0	0	0	0	0	0
Taar3	0	0	0	0	0	0	0	0
Taar4	0	0	0	0	0	0	0	0
Taar5	0	0	0	0	0	0	0	0
Taar6	0	0	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0	0	0
Taar7b	0	0	0	0	0	0	0	0
Taar7d	0	0	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0	0	0
Taar8a	0	0	0	0	0	0	0	0
Taar8b	0	0	0	0	0	0	0	0
Taar8c	0	0	0	0	0	0	0	0
Taar9	0	0	0	0	0	0	0	0
Tac1	0	0	0	0	0	0	0	0
Tac2	0	0.058131966	0	0	0	0	0	0
Tac4	0	0	0	0	0	0	0	0
Tacr1	0	0.009703296	0	0	0	0	0	0
Tacr3	0	0.084590383	0	0	0.101178675	0.009395952	0.224886275	0.009647064
Tacstd2	0	0	0	0	0	0	0	0
Taf7	0	0	0	0	0	0	0	0
Taf7l2	0	0	0	0	0	0	0	0
Taf9	0	0	0	0	0	0	0	0
Tafa3	0.016717601	0	0	0	0	0	0.00964084	0.008684931
Tagap	0	0	0	0	0	0	0	0
Tagln3	0	0	0	0	0.156302721	0	0.041358161	0
Tal1	0	0	0	0	0	0	0	0
Tarm1	0	0	0	0	0.038730967	0.503544871	0	0
Tas2r102	0	0	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0
Tas2r126	0	0	0	0	1.221179704	0	0	0
Tas2r129	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0	0	0
Tas2r137	0	0	0	0	0	0	0	0
Tas2r138	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0
Tat	0	0	0	0	0	0	0	0.018223231
Tbata	0	0	0	0	0	0	0	0
Tbc1d10c	0	0	0	0	0	0.919216959	0	0.152223148
Tbc1d21	0	0	0	0	0	0	0	0
Tbc1d22bos	0	0	0	0	0	0	0	0
Tbkbp1	0	0	0	0	0.057018595	0	0	0
Tbpl2	0	0	0	0	0	0	0	0
Tbr1	0	0	0	0	0	0	0.011536866	0
Tbrg3	0	0	0	0	0	0	0	0
Tbx1	0	0	0	0	0	0	0	0
Tbx10	0	0	0	0	0.449414278	0.513659464	0.109768931	0
Tbx20	0	0	0	0	0	0	0	0
Tbx22	0	0	0	0	0	0	0	0
Tbx3	0	0	0	0	0	0	0	0
Tbx3os2	0	0	0	0	0	0	0	0
Tbx4	0	0	0	0	0	0	0	0
Tbx5	0.010020463	0	0	0	0	0	0	0
Tbx6	0	0	0	0	0.071680519	0	0	0.034172543
Tbxa2r	0	0	0	0	0	0	0.119643929	0.134726234
Tcaf2	0.012695293	0	0	0	0	0	0	0
Tcap	0	0	0	0	0	0	0	0
Tceal3	0	0	0	0	0.023159776	0.021507313	0	0
Tceal5	0	0	0	0	0	0	0	0
Tceal6	0	0	0	0	0	0	0	0
Tceal7	0	0	0	0	0	0	0	0
Tcf15	0.031617257	0	0	0	0	0	0	0
Tcf21	0	0	0	0	0	0	0	0
Tcf23	0	0.092550487	0	0	0.221399532	0.321253984	0.058582969	0
Tcf24	0	0	0	0	0	0	0	0
Tcfl5	0	0.023242269	0	0	0.027800111	0	0.029423965	0
Tchh	0	0	0	0	0	0	0	0
Tchhl1	0	0	0	0	0	0	0	0
Tcl1	0	0	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0	0	0
Tcp10a	0	0	0	0	0	0	0	0
Tcp10b	0	0	0	0	0	0	0	0
Tcp10c	0	0	0	0	0	0	0	0
Tcstv1	0	0	0	0	0	0	0	0.066901726
Tcstv3	0	0	0	0	0	0	0	0.082253911
Tcte1	0	0	0	0	0	0	0.021163431	0
Tctex1d1	0	0	0	0	0	0	0	0
Tctex1d2	0	0	0	0	0	0	0	0
Tdgf1	0	0	0	0	0	0.164260167	0	0
Tdh	0	0	0	0	0	0	0	0
Tdo2	0	0	0	0	0	0	0	0
Tdpoz1	0	0	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0	0	0
Tdpoz4	0	0	0	0	0	0	0	0
Tdpoz5	0	0	0	0	0	0	0	0
Tdpoz7	0	0	0	0	0	0	0	0
Tdpoz8	0	0	0	0	0	0	0	0
Tdpoz9	0	0	0	0	0	0	0	0
Tdrd1	0	0	0	0	0	0	0	0
Tdrd6	0	0	0	0	0	0.019888644	0	0
Tecrl	0	0	0	0	0	0	0	0
Tecta	0	0	0	0	0	0	0	0
Tectb	0	0	0	0	0	0	0	0
Teddm1a	0	0	0	0	0	0	0	0
Teddm1b	0.022321008	0.020335836	0	0	0.048647444	0	0	0
Teddm2	0	0	0	0	0	0	0.078665522	0
Teddm3	0	0	0	0	0	0	0	0
Tekt1	0	0	0	0	0	0	0	0
Tekt4	0	0	0	0	0	0	0	0
Tekt5	0	0	0	0	0	0	0	0
Tent5a	0	0	0	0	0	0	0	0
Tent5d	0	0	0	0	0	0	0	0
Tescl	0	0	0	0	0	0	0	0
Tex12	0	0	0	0	0	0	0	0
Tex13a	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0
Tex13c1	0	0	0	0	0	0	0	0
Tex13c3	0	0	0	0	0	0	0	0
Tex13d	0	0	0	0	0	0	0	0
Tex19.1	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	0	0	0	0
Tex24	0	0	0	0	0	0	0	0
Tex29	0	0	0	0	0	0	0	0
Tex33	0	0	0	0	0	0	0	0
Tex35	0	0	0	0	0	0	0	0
Tex36	0	0	0	0	0	0	0	0
Tex38	0	0	0	0	0	0	0	0
Tex44	0	0	0	0	0	0	0	0
Tex46	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	0	0	0
Tex48	0	0	0	0	0	0	0.468705956	0
Tex50	0	0	0	0	0	0	0	0
Tfap2b	0	0	0	0	0	0	0	0
Tfap2c	0	0	0	0	0	0	0	0
Tff1	0	0	0	0	0	0	0	0
Tff2	0	0	0	0	0	0	0	0
Tff3	0	0	0	0	0	0	0	0
Tfpi2	0	0	0	0	0	0	0	0
Tfr2	0	0	0	0	0.016325643	0	0	0
Tgfbi	0	0	0	0	0	0	0	0
Tgfbr3l	0	0	0	0	0	0	0.046468848	0.167445462
Tgif2lx1	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0
Tgm7	0	0	0	0	0	0	0	0
Tgtp1	0	0	0	0	0	0	0	0
Th	0	0	0	0	0	0	0	0
Theg	0	0	0	0	0	0	0	0
Them5	0	0	0	0	0	0	0	0
Thrsp	0	0	0	0	0	0	0	0.265907041
Thy1	0	0	0	0	0	0	0	0
Tie1	0	0	0	0	0	0	0	0
Tifab	0	0	0	0	0	0	0	0
Tigd4	0	0	0	0	0	0	0	0
Tigd5	0	0.074926183	0	0	0.921798635	0	0.514922452	0.341796612
Timd4	0	0.022509268	0	0	0.026923366	0	0	0
Timm21	0	0	0	0	0	0	0	0
Timp1	0	0	0	0	0	0	0	0
Timp3	0	0	0	0	0	0	0	0
Timp4	0	0	0	0	0	0	0	0
Tinag	0.01306583	0	0	0	0	0	0	0
Tinf2	0	0	0	0	0	0	0	0
Tktl2	0	0	0	0	0	0	0	0
Tle6	0	0	0	0	0	0	0	0
Tle7	0	0	0	0	0	0	0	0
Tll2	0	0	0	0	0	0.004608462	0.005252413	0
Tlr11	0	0	0	0	0	0	0	0
Tlr12	0	0	0	0	0	0	0	0
Tlr13	0	0	0	0	0	0	0	0
Tlr5	0	0	0	0	0.038761498	0	0	0
Tlr8	0	0	0	0	0	0	0	0
Tlr9	0	0	0	0	0	0	0	0
Tlx1	0	0	0	0	0	0.021227374	0	0
Tlx2	0	0	0	0	0	0	0	0
Tlx3	0	0	0	0	0	0	0	0
Tm4sf19	0	0	0	0	0.023861042	0	0.101019234	0
Tm4sf20	0	0	0	0	0	0	0	0.267606904
Tm6sf1	0	0.067350796	0	0	0	0	0.213159851	0.057607384
Tmbim1	0	0	0	0	0	0	0	0
Tmbim7	0	0	0	0	0	0	0.018737439	0
Tmc3	0	0	0	0	0	0	0.016300773	0
Tmc8	0	0	0	0	0	0	0.051455091	0
Tmco2	0	0	0	0	0	0	0	0
Tmco5	0	0	0	0	0	0	0	0
Tmco5b	0	0	0	0	0	0	0	0.368301096
Tmed10-ps	0	0	0	0	0	0	0	0
Tmed11	0	0	0	0	0	0	0	0
Tmed6	0	0.059546533	0	0	0	0	0	0
Tmem100	0	0	0	0	0	0	0	0
Tmem102	0	0	0	0	0	0	0	0
Tmem114	0	0	0	0	0	0	0	0
Tmem121b	0	0	0	0	0	0	0	0
Tmem125	0	0	0	0	0	0	0	0.131256242
Tmem132cos	0	0	0	0	0	0	0	0
Tmem132e	0	0	0	0	0	0	0	0
Tmem139	0	0	0	0	0	0	0	0
Tmem141	0	0	0	0	0	0	0	0
Tmem145	0	0	0	0	0.035478237	0	0	0
Tmem150cos	0	0	0	0	0	0	0	0
Tmem151b	0	0	0	0	0	0	0	0
